ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Gillibrand,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Haley,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Yang,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Buttigieg,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Gabbard,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Steyer,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 9:00:00 AM,$0.86,$0.87,$0.85,$0.86,2985
Sanders,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 9:00:00 AM,$0.20,$0.23,$0.16,$0.20,3176
Gillibrand,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 9:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 10:00:00 AM,$0.86,$0.86,$0.86,$0.86,0
Sanders,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 10:00:00 AM,$0.20,$0.20,$0.20,$0.20,0
Gillibrand,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 10:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 11:00:00 AM,$0.86,$0.87,$0.84,$0.84,2967
Sanders,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 11:00:00 AM,$0.20,$0.21,$0.15,$0.19,2740
Gillibrand,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 11:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Warren,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 12:00:00 PM,$0.84,$0.86,$0.83,$0.84,1171
Sanders,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 12:00:00 PM,$0.19,$0.22,$0.19,$0.20,2995
Gillibrand,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 12:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,1779
Warren,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 1:00:00 PM,$0.84,$0.87,$0.83,$0.87,5973
Sanders,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,885
Trump,11/5/2020 1:00:00 PM,$0.20,$0.22,$0.17,$0.20,3492
Gillibrand,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,867
Steyer,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,867
Warren,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 2:00:00 PM,$0.87,$0.87,$0.82,$0.82,6727
Sanders,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 2:00:00 PM,$0.20,$0.25,$0.15,$0.25,5812
Gillibrand,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,858
Steyer,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 3:00:00 PM,$0.82,$0.87,$0.82,$0.86,14080
Sanders,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,10
Trump,11/5/2020 3:00:00 PM,$0.25,$0.25,$0.14,$0.16,7454
Gillibrand,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 4:00:00 PM,$0.86,$0.87,$0.82,$0.85,14230
Sanders,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,27
Pence,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Trump,11/5/2020 4:00:00 PM,$0.16,$0.20,$0.12,$0.20,10597
Gillibrand,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,1250
Warren,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 5:00:00 PM,$0.85,$0.87,$0.79,$0.86,7189
Sanders,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 5:00:00 PM,$0.20,$0.21,$0.15,$0.19,12318
Gillibrand,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,500
Steyer,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Warren,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 6:00:00 PM,$0.86,$0.88,$0.82,$0.88,15737
Sanders,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 6:00:00 PM,$0.19,$0.20,$0.15,$0.16,6590
Gillibrand,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
Jorgensen,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,27
Warren,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 7:00:00 PM,$0.88,$0.89,$0.86,$0.89,7332
Sanders,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 7:00:00 PM,$0.16,$0.17,$0.12,$0.16,13163
Gillibrand,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
