ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Dems by 280+,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 100 - 149,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Dems by 100 - 149,11/5/2020 1:00:00 PM,$0.05,$0.05,$0.03,$0.03,10357
GOP by 150 - 209,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 150 - 209,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
GOP by 210 - 279,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 210 - 279,11/5/2020 1:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 0 - 9,11/5/2020 2:00:00 PM,$0.05,$0.05,$0.03,$0.03,7695
GOP by 10 - 29,11/5/2020 2:00:00 PM,$0.12,$0.13,$0.08,$0.08,19324
GOP by 30 - 59,11/5/2020 2:00:00 PM,$0.03,$0.04,$0.03,$0.03,10017
Dems by 60 - 99,11/5/2020 2:00:00 PM,$0.50,$0.52,$0.39,$0.51,20688
GOP by 60 - 99,11/5/2020 2:00:00 PM,$0.01,$0.02,$0.01,$0.02,12542
GOP by 280+,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,941
Dems by 1 - 9,11/5/2020 2:00:00 PM,$0.07,$0.08,$0.05,$0.05,22007
Dems by 10 - 29,11/5/2020 2:00:00 PM,$0.08,$0.10,$0.06,$0.07,21711
Dems by 30 - 59,11/5/2020 2:00:00 PM,$0.25,$0.29,$0.20,$0.24,24834
Dems by 280+,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,442
GOP by 100 - 149,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,2494
Dems by 100 - 149,11/5/2020 2:00:00 PM,$0.03,$0.05,$0.03,$0.05,10332
GOP by 150 - 209,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,817
Dems by 150 - 209,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 210 - 279,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,30
Dems by 210 - 279,11/5/2020 2:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 0 - 9,11/5/2020 3:00:00 PM,$0.03,$0.05,$0.03,$0.05,51586
GOP by 10 - 29,11/5/2020 3:00:00 PM,$0.08,$0.09,$0.07,$0.09,27105
GOP by 30 - 59,11/5/2020 3:00:00 PM,$0.03,$0.03,$0.02,$0.02,21560
Dems by 60 - 99,11/5/2020 3:00:00 PM,$0.51,$0.53,$0.45,$0.51,21330
GOP by 60 - 99,11/5/2020 3:00:00 PM,$0.02,$0.02,$0.01,$0.01,9791
GOP by 280+,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,1020
Dems by 1 - 9,11/5/2020 3:00:00 PM,$0.05,$0.07,$0.05,$0.06,20138
Dems by 10 - 29,11/5/2020 3:00:00 PM,$0.07,$0.09,$0.06,$0.06,29777
Dems by 30 - 59,11/5/2020 3:00:00 PM,$0.24,$0.26,$0.19,$0.24,25545
Dems by 280+,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,126
GOP by 100 - 149,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,3715
Dems by 100 - 149,11/5/2020 3:00:00 PM,$0.05,$0.05,$0.04,$0.04,13685
GOP by 150 - 209,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,20
Dems by 150 - 209,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,21
GOP by 210 - 279,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,1020
Dems by 210 - 279,11/5/2020 3:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
GOP by 0 - 9,11/5/2020 4:00:00 PM,$0.05,$0.05,$0.03,$0.05,11863
GOP by 10 - 29,11/5/2020 4:00:00 PM,$0.09,$0.09,$0.06,$0.08,22866
GOP by 30 - 59,11/5/2020 4:00:00 PM,$0.02,$0.04,$0.02,$0.04,32911
Dems by 60 - 99,11/5/2020 4:00:00 PM,$0.51,$0.60,$0.45,$0.48,39078
GOP by 60 - 99,11/5/2020 4:00:00 PM,$0.01,$0.02,$0.01,$0.02,7329
GOP by 280+,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,30
Dems by 1 - 9,11/5/2020 4:00:00 PM,$0.06,$0.08,$0.06,$0.07,14161
Dems by 10 - 29,11/5/2020 4:00:00 PM,$0.06,$0.08,$0.05,$0.06,22530
Dems by 30 - 59,11/5/2020 4:00:00 PM,$0.24,$0.28,$0.23,$0.25,51861
Dems by 280+,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,10033
GOP by 100 - 149,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,101
Dems by 100 - 149,11/5/2020 4:00:00 PM,$0.04,$0.06,$0.03,$0.05,41598
GOP by 150 - 209,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,30
Dems by 150 - 209,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,30
GOP by 210 - 279,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,2239
Dems by 210 - 279,11/5/2020 4:00:00 PM,$0.01,$0.01,$0.01,$0.01,30
GOP by 0 - 9,11/5/2020 5:00:00 PM,$0.05,$0.06,$0.04,$0.04,28693
GOP by 10 - 29,11/5/2020 5:00:00 PM,$0.08,$0.12,$0.06,$0.10,37488
GOP by 30 - 59,11/5/2020 5:00:00 PM,$0.04,$0.04,$0.02,$0.04,27171
Dems by 60 - 99,11/5/2020 5:00:00 PM,$0.48,$0.50,$0.42,$0.46,22899
GOP by 60 - 99,11/5/2020 5:00:00 PM,$0.02,$0.02,$0.01,$0.02,32806
GOP by 280+,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,3879
Dems by 1 - 9,11/5/2020 5:00:00 PM,$0.07,$0.08,$0.06,$0.08,12052
Dems by 10 - 29,11/5/2020 5:00:00 PM,$0.06,$0.07,$0.05,$0.06,20541
Dems by 30 - 59,11/5/2020 5:00:00 PM,$0.25,$0.27,$0.23,$0.24,32905
Dems by 280+,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,25
GOP by 100 - 149,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,2186
Dems by 100 - 149,11/5/2020 5:00:00 PM,$0.05,$0.06,$0.05,$0.05,21476
GOP by 150 - 209,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,894
Dems by 150 - 209,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 210 - 279,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,3867
Dems by 210 - 279,11/5/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 0 - 9,11/5/2020 6:00:00 PM,$0.04,$0.06,$0.03,$0.03,15297
GOP by 10 - 29,11/5/2020 6:00:00 PM,$0.10,$0.12,$0.07,$0.08,31034
GOP by 30 - 59,11/5/2020 6:00:00 PM,$0.04,$0.04,$0.02,$0.02,24220
Dems by 60 - 99,11/5/2020 6:00:00 PM,$0.46,$0.55,$0.40,$0.52,33928
GOP by 60 - 99,11/5/2020 6:00:00 PM,$0.02,$0.02,$0.01,$0.02,23108
GOP by 280+,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,1204
Dems by 1 - 9,11/5/2020 6:00:00 PM,$0.08,$0.08,$0.03,$0.06,63564
Dems by 10 - 29,11/5/2020 6:00:00 PM,$0.06,$0.07,$0.06,$0.06,43585
Dems by 30 - 59,11/5/2020 6:00:00 PM,$0.24,$0.27,$0.23,$0.24,45132
Dems by 280+,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
GOP by 100 - 149,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,50
Dems by 100 - 149,11/5/2020 6:00:00 PM,$0.05,$0.07,$0.05,$0.07,56523
GOP by 150 - 209,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,15
Dems by 150 - 209,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 210 - 279,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
Dems by 210 - 279,11/5/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 0 - 9,11/5/2020 7:00:00 PM,$0.03,$0.04,$0.02,$0.03,88905
GOP by 10 - 29,11/5/2020 7:00:00 PM,$0.08,$0.10,$0.06,$0.06,47804
GOP by 30 - 59,11/5/2020 7:00:00 PM,$0.02,$0.03,$0.01,$0.02,80861
Dems by 60 - 99,11/5/2020 7:00:00 PM,$0.52,$0.69,$0.50,$0.68,45922
GOP by 60 - 99,11/5/2020 7:00:00 PM,$0.02,$0.02,$0.01,$0.02,53966
GOP by 280+,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,6
Dems by 1 - 9,11/5/2020 7:00:00 PM,$0.06,$0.06,$0.02,$0.03,75206
Dems by 10 - 29,11/5/2020 7:00:00 PM,$0.06,$0.07,$0.04,$0.04,87482
Dems by 30 - 59,11/5/2020 7:00:00 PM,$0.24,$0.25,$0.10,$0.13,87096
Dems by 280+,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,55
GOP by 100 - 149,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,10172
Dems by 100 - 149,11/5/2020 7:00:00 PM,$0.07,$0.07,$0.05,$0.05,58134
GOP by 150 - 209,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,16
Dems by 150 - 209,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,3
GOP by 210 - 279,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,5
Dems by 210 - 279,11/5/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
