ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Dems by 280+,11/4/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,5402
GOP by 100 - 149,11/4/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,22023
Dems by 100 - 149,11/4/2020 5:00:00 PM,$0.03,$0.04,$0.02,$0.02,124108
GOP by 150 - 209,11/4/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,5761
Dems by 150 - 209,11/4/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,5989
GOP by 210 - 279,11/4/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,11909
Dems by 210 - 279,11/4/2020 5:00:00 PM,$0.01,$0.01,$0.01,$0.01,4296
GOP by 0 - 9,11/4/2020 6:00:00 PM,$0.08,$0.09,$0.05,$0.07,81272
GOP by 10 - 29,11/4/2020 6:00:00 PM,$0.08,$0.11,$0.06,$0.11,68505
GOP by 30 - 59,11/4/2020 6:00:00 PM,$0.06,$0.08,$0.03,$0.06,68714
Dems by 60 - 99,11/4/2020 6:00:00 PM,$0.18,$0.21,$0.13,$0.16,84759
GOP by 60 - 99,11/4/2020 6:00:00 PM,$0.03,$0.05,$0.01,$0.04,68816
GOP by 280+,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,3340
Dems by 1 - 9,11/4/2020 6:00:00 PM,$0.14,$0.21,$0.12,$0.20,101179
Dems by 10 - 29,11/4/2020 6:00:00 PM,$0.04,$0.09,$0.03,$0.09,90410
Dems by 30 - 59,11/4/2020 6:00:00 PM,$0.39,$0.41,$0.32,$0.39,51954
Dems by 280+,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,6590
GOP by 100 - 149,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,10756
Dems by 100 - 149,11/4/2020 6:00:00 PM,$0.02,$0.05,$0.02,$0.02,91471
GOP by 150 - 209,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,3091
Dems by 150 - 209,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,12958
GOP by 210 - 279,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,3013
Dems by 210 - 279,11/4/2020 6:00:00 PM,$0.01,$0.01,$0.01,$0.01,8379
GOP by 0 - 9,11/4/2020 7:00:00 PM,$0.07,$0.08,$0.03,$0.05,75923
GOP by 10 - 29,11/4/2020 7:00:00 PM,$0.11,$0.15,$0.09,$0.13,78183
GOP by 30 - 59,11/4/2020 7:00:00 PM,$0.06,$0.09,$0.05,$0.09,67089
Dems by 60 - 99,11/4/2020 7:00:00 PM,$0.16,$0.22,$0.12,$0.21,78563
GOP by 60 - 99,11/4/2020 7:00:00 PM,$0.04,$0.04,$0.01,$0.02,58258
GOP by 280+,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,11038
Dems by 1 - 9,11/4/2020 7:00:00 PM,$0.20,$0.21,$0.14,$0.16,76813
Dems by 10 - 29,11/4/2020 7:00:00 PM,$0.09,$0.10,$0.05,$0.06,71320
Dems by 30 - 59,11/4/2020 7:00:00 PM,$0.39,$0.39,$0.30,$0.31,47101
Dems by 280+,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,2048
GOP by 100 - 149,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,9605
Dems by 100 - 149,11/4/2020 7:00:00 PM,$0.02,$0.03,$0.01,$0.01,103817
GOP by 150 - 209,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,4806
Dems by 150 - 209,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,2396
GOP by 210 - 279,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,5778
Dems by 210 - 279,11/4/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,1296
GOP by 0 - 9,11/4/2020 8:00:00 PM,$0.05,$0.06,$0.03,$0.05,79171
GOP by 10 - 29,11/4/2020 8:00:00 PM,$0.13,$0.13,$0.06,$0.11,51168
GOP by 30 - 59,11/4/2020 8:00:00 PM,$0.09,$0.10,$0.03,$0.04,64709
Dems by 60 - 99,11/4/2020 8:00:00 PM,$0.21,$0.24,$0.13,$0.15,48832
GOP by 60 - 99,11/4/2020 8:00:00 PM,$0.02,$0.03,$0.01,$0.03,48305
GOP by 280+,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,16279
Dems by 1 - 9,11/4/2020 8:00:00 PM,$0.16,$0.19,$0.05,$0.17,93732
Dems by 10 - 29,11/4/2020 8:00:00 PM,$0.06,$0.14,$0.05,$0.09,92215
Dems by 30 - 59,11/4/2020 8:00:00 PM,$0.31,$0.39,$0.28,$0.36,35526
Dems by 280+,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,2034
GOP by 100 - 149,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,12505
Dems by 100 - 149,11/4/2020 8:00:00 PM,$0.01,$0.04,$0.01,$0.04,73664
GOP by 150 - 209,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,69
Dems by 150 - 209,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,823
GOP by 210 - 279,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,1140
Dems by 210 - 279,11/4/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,849
GOP by 0 - 9,11/4/2020 9:00:00 PM,$0.05,$0.08,$0.04,$0.05,69771
GOP by 10 - 29,11/4/2020 9:00:00 PM,$0.11,$0.12,$0.07,$0.08,59365
GOP by 30 - 59,11/4/2020 9:00:00 PM,$0.04,$0.05,$0.03,$0.03,39701
Dems by 60 - 99,11/4/2020 9:00:00 PM,$0.15,$0.25,$0.14,$0.24,34529
GOP by 60 - 99,11/4/2020 9:00:00 PM,$0.03,$0.03,$0.01,$0.02,22712
GOP by 280+,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,25
Dems by 1 - 9,11/4/2020 9:00:00 PM,$0.17,$0.19,$0.15,$0.16,41589
Dems by 10 - 29,11/4/2020 9:00:00 PM,$0.09,$0.11,$0.05,$0.05,71663
Dems by 30 - 59,11/4/2020 9:00:00 PM,$0.36,$0.38,$0.30,$0.33,34232
Dems by 280+,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,856
GOP by 100 - 149,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,3050
Dems by 100 - 149,11/4/2020 9:00:00 PM,$0.04,$0.04,$0.02,$0.03,35620
GOP by 150 - 209,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 150 - 209,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,1180
GOP by 210 - 279,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 210 - 279,11/4/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
GOP by 0 - 9,11/4/2020 10:00:00 PM,$0.05,$0.06,$0.05,$0.05,8800
GOP by 10 - 29,11/4/2020 10:00:00 PM,$0.08,$0.09,$0.08,$0.08,6347
GOP by 30 - 59,11/4/2020 10:00:00 PM,$0.03,$0.03,$0.03,$0.03,5440
Dems by 60 - 99,11/4/2020 10:00:00 PM,$0.24,$0.28,$0.24,$0.28,2559
GOP by 60 - 99,11/4/2020 10:00:00 PM,$0.02,$0.02,$0.01,$0.01,4380
GOP by 280+,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 1 - 9,11/4/2020 10:00:00 PM,$0.16,$0.18,$0.14,$0.14,6621
Dems by 10 - 29,11/4/2020 10:00:00 PM,$0.05,$0.07,$0.05,$0.06,6811
Dems by 30 - 59,11/4/2020 10:00:00 PM,$0.33,$0.36,$0.32,$0.32,5245
Dems by 280+,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 100 - 149,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,25
Dems by 100 - 149,11/4/2020 10:00:00 PM,$0.03,$0.04,$0.03,$0.03,2654
GOP by 150 - 209,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 150 - 209,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 210 - 279,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Dems by 210 - 279,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
GOP by 0 - 9,11/4/2020 11:00:00 PM,$0.05,$0.06,$0.04,$0.04,92063
GOP by 10 - 29,11/4/2020 11:00:00 PM,$0.08,$0.10,$0.05,$0.09,91868
GOP by 30 - 59,11/4/2020 11:00:00 PM,$0.03,$0.05,$0.03,$0.03,66921
Dems by 60 - 99,11/4/2020 11:00:00 PM,$0.28,$0.46,$0.19,$0.29,92128
GOP by 60 - 99,11/4/2020 11:00:00 PM,$0.01,$0.02,$0.01,$0.01,39399
GOP by 280+,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,2948
Dems by 1 - 9,11/4/2020 11:00:00 PM,$0.14,$0.17,$0.05,$0.08,150861
Dems by 10 - 29,11/4/2020 11:00:00 PM,$0.06,$0.08,$0.04,$0.04,108979
Dems by 30 - 59,11/4/2020 11:00:00 PM,$0.32,$0.41,$0.30,$0.40,73454
Dems by 280+,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,12522
GOP by 100 - 149,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,12878
Dems by 100 - 149,11/4/2020 11:00:00 PM,$0.03,$0.05,$0.02,$0.03,118171
GOP by 150 - 209,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,1803
Dems by 150 - 209,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,10510
GOP by 210 - 279,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,1815
Dems by 210 - 279,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,10503
